Year,Current Course,Technical Skill,Programming Languages,Rating(technical and programming),Projects,Career Interest,Challenges,Support-required,Student-Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,Soft Skills,Rating(soft skills),Score,Recommended Job
2nd,B.Tech CSE,Full Stack Development,PHP JavaScript MySQL,4,Yes,AI Engineer,Interview anxiety,Online resources,9,11,9,20,14,16,19,18,Communication Adaptability Problem-Solving,5,134,AI Engineer
1st,MCA,Network Security,MATLAB Python C,3,Yes,Software Engineer,Presentation skills,Peer groups,16,11,6,18,11,8,13,12,Communication Adaptability Problem-Solving,1,103,Business Analyst
1st,B.Sc Computer Science,Network Security,C# .NET SQL,3,Yes,Business Analyst,Presentation skills,Internships,16,20,18,17,11,19,18,13,Time-Management Resilience Negotiation,3,144,Cloud Architect
1st,MCA,Cloud Infrastructure,C# .NET SQL,5,Yes,Business Analyst,Lack of resources,Mentorship programs,15,7,18,11,10,16,18,10,Time-Management Resilience Negotiation,2,119,Software Engineer
1st,B.Tech CSE,Penetration Testing,C# .NET SQL,1,Yes,Data Scientist,Team collaboration,Peer groups,20,20,20,18,11,17,17,12,Conflict Resolution Team Leadership,1,139,AI Engineer
4th,MCA,AI Fundamentals,PHP JavaScript MySQL,3,Yes,Business Analyst,Lack of resources,Peer groups,8,11,5,16,12,15,18,10,Strategic Thinking Analytical Skills,1,103,Business Analyst
3rd,M.Sc Data Science,Business Intelligence,PHP JavaScript MySQL,5,Yes,Data Scientist,Team collaboration,Workshops,19,13,11,18,17,12,20,18,Conflict Resolution Team Leadership,5,148,AI Engineer
4th,M.Sc Data Science,Embedded Systems,R SAS Python,1,Yes,AI Engineer,Lack of resources,Internships,20,6,18,12,10,14,18,12,Conflict Resolution Team Leadership,2,116,Cybersecurity Analyst
4th,MCA,Blockchain Development,Python R SQL,3,Yes,Software Engineer,Presentation skills,Mentorship programs,12,8,5,10,19,18,20,11,Time-Management Resilience Negotiation,1,111,Software Engineer
4th,MBA,NLP,Java Kotlin Swift,4,No,Cybersecurity Analyst,Procrastination,Internships,8,7,13,14,18,8,13,8,Communication Adaptability Problem-Solving,4,105,Business Analyst
4th,B.Tech IT,Blockchain Development,Python Go Rust,4,Yes,Software Engineer,Lack of resources,Internships,15,16,5,11,19,14,18,6,Conflict Resolution Team Leadership,1,114,Cybersecurity Analyst
4th,M.Sc Data Science,DevOps,JavaScript TypeScript Python,1,No,Cloud Architect,Procrastination,Mentorship programs,14,8,16,13,19,11,13,12,Leadership Creativity Critical-Thinking,1,110,Cybersecurity Analyst
1st,B.Tech IT,Deep Learning,Python R SQL,5,Yes,Cloud Architect,Presentation skills,Internships,8,15,6,11,20,13,20,14,Conflict Resolution Team Leadership,2,121,Cybersecurity Analyst
1st,MCA,Data Visualization,MATLAB Python C,5,Yes,Software Engineer,Time management,Online resources,8,17,7,16,13,19,20,13,Communication Adaptability Problem-Solving,2,127,Data Scientist
4th,B.Tech IT,Embedded Systems,R SAS Python,5,Yes,Software Engineer,Time management,Online resources,11,13,12,17,16,20,19,6,Communication Adaptability Problem-Solving,1,126,Data Scientist
2nd,B.Sc Computer Science,DevOps,Python Java C++,2,Yes,Cybersecurity Analyst,Lack of resources,Mentorship programs,8,9,11,18,20,15,11,14,Emotional Intelligence Active Listening,4,118,Software Engineer
4th,MBA,Embedded Systems,MATLAB Python C,1,No,Cybersecurity Analyst,Interview anxiety,Peer groups,11,8,18,11,12,20,19,6,Presentation Skills Public Speaking,5,117,Cybersecurity Analyst
4th,B.Tech IT,AI Fundamentals,MATLAB Python C,5,No,Data Scientist,Procrastination,Internships,15,13,7,14,10,9,18,6,Conflict Resolution Team Leadership,4,110,Software Engineer
3rd,B.Tech IT,Penetration Testing,Scala Java Python,2,Yes,Cloud Architect,Team collaboration,Peer groups,16,14,5,20,12,11,14,7,Presentation Skills Public Speaking,1,105,Business Analyst
2nd,M.Sc Data Science,Data Visualization,Java Kotlin Swift,1,No,Cloud Architect,Interview anxiety,Mentorship programs,10,8,11,18,13,12,17,17,Time-Management Resilience Negotiation,1,110,Software Engineer
4th,B.Sc Computer Science,Blockchain Development,JavaScript TypeScript Python,1,Yes,AI Engineer,Lack of resources,Mentorship programs,8,6,13,18,18,15,11,16,Decision-Making Flexibility Innovation,3,113,Cybersecurity Analyst
1st,MCA,IoT Applications,Scala Java Python,1,No,AI Engineer,Time management,Workshops,12,15,7,15,20,12,20,13,Conflict Resolution Team Leadership,1,118,Software Engineer
2nd,MBA,Mobile App Development,PHP JavaScript MySQL,3,No,Cybersecurity Analyst,Lack of resources,Internships,20,9,18,19,18,17,19,11,Conflict Resolution Team Leadership,3,143,Data Scientist
2nd,B.Sc Computer Science,Data Engineering,JavaScript TypeScript Python,2,No,Software Engineer,Procrastination,Peer groups,18,6,8,15,13,8,17,12,Leadership Creativity Critical-Thinking,2,105,Business Analyst
4th,B.Sc Computer Science,Cloud Security,Julia Python R,1,No,Business Analyst,Procrastination,Internships,11,10,5,16,16,17,12,17,Presentation Skills Public Speaking,3,112,Software Engineer
3rd,B.Tech CSE,Full Stack Development,Python R SQL,4,Yes,Software Engineer,Interview anxiety,Online resources,10,10,19,12,11,20,17,14,Leadership Creativity Critical-Thinking,4,129,Data Scientist
1st,M.Sc Data Science,Blockchain Development,MATLAB Python C,4,No,Data Scientist,Procrastination,Online resources,10,8,7,16,12,17,10,19,Presentation Skills Public Speaking,1,109,Software Engineer
4th,MBA,Business Intelligence,MATLAB Python C,1,No,Data Scientist,Procrastination,Peer groups,18,8,8,14,17,16,19,19,Emotional Intelligence Active Listening,3,127,Cloud Architect
1st,B.Tech IT,Full Stack Development,Java Kotlin Swift,2,Yes,AI Engineer,Time management,Internships,15,11,15,17,18,12,11,8,Presentation Skills Public Speaking,3,117,Cybersecurity Analyst
3rd,M.Sc Data Science,Data Engineering,Scala Java Python,1,No,Cybersecurity Analyst,Presentation skills,Internships,17,10,17,14,15,20,18,14,Collaboration Empathy Teamwork,5,137,Cloud Architect
4th,B.Sc Computer Science,Business Intelligence,JavaScript TypeScript Python,4,No,Software Engineer,Time management,Peer groups,18,11,5,11,11,10,15,18,Conflict Resolution Team Leadership,2,111,Software Engineer
1st,B.Tech CSE,Penetration Testing,Python Go Rust,5,No,Business Analyst,Time management,Peer groups,17,20,20,20,15,12,20,19,Collaboration Empathy Teamwork,1,155,Cloud Architect
2nd,B.Tech IT,Mobile App Development,Julia Python R,2,No,Data Scientist,Team collaboration,Workshops,17,10,11,16,19,15,20,8,Strategic Thinking Analytical Skills,3,126,Data Scientist
1st,M.Sc Data Science,Computer Vision,Java Kotlin Swift,2,Yes,Business Analyst,Presentation skills,Mentorship programs,20,5,6,13,11,20,15,6,Time-Management Resilience Negotiation,3,106,Cybersecurity Analyst
4th,B.Sc Computer Science,Embedded Systems,R SAS Python,4,Yes,Cloud Architect,Interview anxiety,Peer groups,14,7,11,18,18,11,10,17,Presentation Skills Public Speaking,5,124,Software Engineer
1st,B.Tech IT,AI Fundamentals,Julia Python R,3,No,Cloud Architect,Time management,Online resources,16,11,17,10,18,20,20,20,Presentation Skills Public Speaking,4,146,Cloud Architect
1st,B.Tech CSE,NLP,Julia Python R,1,Yes,Software Engineer,Procrastination,Peer groups,20,20,5,19,19,9,17,15,Presentation Skills Public Speaking,3,132,Data Scientist
2nd,M.Sc Data Science,Deep Learning,Python R SQL,2,No,Cloud Architect,Time management,Workshops,8,5,16,10,15,12,15,17,Time-Management Resilience Negotiation,4,110,Software Engineer
2nd,MBA,Cloud Security,Python Java C++,4,Yes,AI Engineer,Lack of resources,Internships,8,5,19,20,19,8,14,7,Time-Management Resilience Negotiation,1,110,Cybersecurity Analyst
3rd,MBA,Cloud Security,JavaScript TypeScript Python,3,Yes,Cloud Architect,Presentation skills,Peer groups,15,10,6,10,15,20,17,9,Decision-Making Flexibility Innovation,5,118,Cybersecurity Analyst
4th,MBA,DevOps,PHP JavaScript MySQL,4,Yes,Business Analyst,Lack of resources,Mentorship programs,8,18,7,11,19,10,16,11,Strategic Thinking Analytical Skills,1,110,Cybersecurity Analyst
4th,M.Sc Data Science,Blockchain Development,JavaScript TypeScript Python,3,Yes,Cybersecurity Analyst,Interview anxiety,Internships,10,6,17,12,20,19,16,16,Presentation Skills Public Speaking,5,132,AI Engineer
3rd,MCA,IoT Applications,PHP JavaScript MySQL,3,No,AI Engineer,Interview anxiety,Internships,8,20,19,15,11,11,10,5,Leadership Creativity Critical-Thinking,3,111,Cybersecurity Analyst
3rd,MCA,Computer Vision,C# .NET SQL,4,Yes,Cybersecurity Analyst,Team collaboration,Internships,8,13,14,13,16,12,20,6,Presentation Skills Public Speaking,2,114,Cybersecurity Analyst
4th,B.Tech IT,Penetration Testing,Python Go Rust,3,No,Software Engineer,Presentation skills,Internships,18,14,9,12,10,20,15,5,Presentation Skills Public Speaking,1,111,Software Engineer
2nd,MBA,Data Visualization,PHP JavaScript MySQL,5,Yes,Software Engineer,Lack of resources,Online resources,16,5,18,17,8,11,19,8,Collaboration Empathy Teamwork,1,114,Software Engineer
3rd,M.Sc Data Science,Deep Learning,C# .NET SQL,1,No,Cybersecurity Analyst,Lack of resources,Workshops,8,12,7,11,12,15,12,14,Communication Adaptability Problem-Solving,1,95,Business Analyst
2nd,B.Sc Computer Science,DevOps,Python Java C++,1,Yes,Cloud Architect,Time management,Workshops,14,10,19,15,20,15,11,15,Emotional Intelligence Active Listening,3,127,Data Scientist
4th,B.Tech CSE,Data Visualization,MATLAB Python C,4,No,Cloud Architect,Interview anxiety,Workshops,19,15,19,19,15,18,17,14,Strategic Thinking Analytical Skills,2,148,Data Scientist
2nd,MCA,Data Visualization,C# .NET SQL,1,No,Data Scientist,Interview anxiety,Online resources,18,6,15,10,13,20,20,6,Collaboration Empathy Teamwork,3,116,Software Engineer
4th,MCA,Network Security,R SAS Python,1,No,Business Analyst,Interview anxiety,Peer groups,16,15,19,13,15,19,10,18,Decision-Making Flexibility Innovation,5,137,Data Scientist
4th,B.Sc Computer Science,Blockchain Development,Java Kotlin Swift,3,Yes,Cybersecurity Analyst,Interview anxiety,Online resources,9,7,12,17,16,9,18,12,Presentation Skills Public Speaking,4,114,Software Engineer
2nd,B.Tech IT,Cloud Security,R SAS Python,2,No,Cybersecurity Analyst,Procrastination,Workshops,15,16,8,17,19,16,20,5,Strategic Thinking Analytical Skills,1,122,Software Engineer
3rd,MBA,IoT Applications,Python Java C++,3,Yes,Software Engineer,Presentation skills,Mentorship programs,18,16,8,20,11,17,20,20,Communication Adaptability Problem-Solving,1,138,AI Engineer
2nd,B.Tech IT,AI Fundamentals,Python Java C++,2,No,Data Scientist,Procrastination,Workshops,12,6,5,11,11,19,16,7,Communication Adaptability Problem-Solving,5,101,Business Analyst
4th,B.Sc Computer Science,Data Engineering,MATLAB Python C,5,No,Software Engineer,Team collaboration,Peer groups,10,14,15,20,8,14,16,7,Decision-Making Flexibility Innovation,5,124,Software Engineer
3rd,MCA,Network Security,JavaScript TypeScript Python,2,Yes,Software Engineer,Lack of resources,Peer groups,12,9,9,13,13,19,18,10,Communication Adaptability Problem-Solving,2,111,Cybersecurity Analyst
4th,B.Tech IT,Deep Learning,Julia Python R,1,Yes,AI Engineer,Procrastination,Peer groups,13,11,14,19,12,18,11,11,Time-Management Resilience Negotiation,1,113,Software Engineer
2nd,MBA,AI Fundamentals,Julia Python R,1,Yes,Data Scientist,Presentation skills,Mentorship programs,8,5,17,11,18,20,13,17,Collaboration Empathy Teamwork,5,121,Cybersecurity Analyst
1st,B.Tech IT,Data Engineering,Python Go Rust,3,Yes,Software Engineer,Interview anxiety,Mentorship programs,11,15,19,10,10,18,18,16,Collaboration Empathy Teamwork,4,131,Data Scientist
2nd,B.Sc Computer Science,Full Stack Development,PHP JavaScript MySQL,4,Yes,Software Engineer,Lack of resources,Workshops,16,7,8,13,16,12,19,17,Decision-Making Flexibility Innovation,2,120,Software Engineer
1st,B.Sc Computer Science,Data Engineering,Python R SQL,4,Yes,Data Scientist,Interview anxiety,Internships,10,16,7,17,18,10,20,20,Strategic Thinking Analytical Skills,4,134,Data Scientist
1st,B.Tech IT,Mobile App Development,PHP JavaScript MySQL,3,No,Cloud Architect,Time management,Workshops,20,7,7,12,8,8,13,17,Strategic Thinking Analytical Skills,2,102,Business Analyst
4th,B.Tech CSE,Embedded Systems,Scala Java Python,1,No,Business Analyst,Interview anxiety,Workshops,15,18,20,20,20,10,18,15,Collaboration Empathy Teamwork,3,144,Cloud Architect
4th,B.Tech IT,Full Stack Development,MATLAB Python C,4,Yes,Business Analyst,Interview anxiety,Internships,11,16,10,19,13,20,16,19,Conflict Resolution Team Leadership,2,136,Data Scientist
3rd,MBA,Network Security,Python R SQL,2,No,Business Analyst,Team collaboration,Peer groups,18,8,5,14,9,16,12,8,Presentation Skills Public Speaking,2,98,Business Analyst
1st,B.Tech CSE,Data Engineering,Scala Java Python,5,Yes,Software Engineer,Interview anxiety,Workshops,17,17,17,20,8,16,14,9,Strategic Thinking Analytical Skills,3,134,AI Engineer
2nd,B.Sc Computer Science,Penetration Testing,R SAS Python,4,No,Business Analyst,Interview anxiety,Online resources,8,5,13,16,8,15,18,20,Decision-Making Flexibility Innovation,3,117,Cybersecurity Analyst
1st,B.Tech CSE,Deep Learning,PHP JavaScript MySQL,4,No,Data Scientist,Time management,Workshops,10,19,20,18,11,10,19,17,Leadership Creativity Critical-Thinking,4,140,AI Engineer
2nd,MBA,Computer Vision,Scala Java Python,3,No,Cloud Architect,Procrastination,Peer groups,13,14,10,16,14,12,14,9,Strategic Thinking Analytical Skills,4,116,Software Engineer
3rd,B.Tech CSE,AI Fundamentals,Julia Python R,3,No,Data Scientist,Lack of resources,Mentorship programs,20,17,9,15,14,18,18,11,Leadership Creativity Critical-Thinking,3,134,Cloud Architect
2nd,MCA,Cloud Security,MATLAB Python C,4,Yes,Business Analyst,Procrastination,Online resources,19,15,13,20,17,13,18,17,Emotional Intelligence Active Listening,4,148,AI Engineer
4th,MBA,Mobile App Development,Scala Java Python,2,No,AI Engineer,Procrastination,Online resources,12,11,8,17,10,8,10,14,Conflict Resolution Team Leadership,3,100,Business Analyst
2nd,B.Sc Computer Science,Blockchain Development,JavaScript TypeScript Python,4,No,Data Scientist,Presentation skills,Workshops,8,10,5,17,9,20,13,19,Communication Adaptability Problem-Solving,5,119,Cybersecurity Analyst
2nd,MCA,Data Engineering,Python Java C++,1,No,Data Scientist,Interview anxiety,Internships,13,9,10,18,12,20,14,9,Strategic Thinking Analytical Skills,5,117,Software Engineer
1st,B.Tech CSE,Network Security,Python Go Rust,2,No,Cybersecurity Analyst,Presentation skills,Workshops,13,7,7,19,20,8,17,8,Presentation Skills Public Speaking,3,109,Software Engineer
3rd,B.Tech CSE,AI Fundamentals,MATLAB Python C,3,Yes,Cloud Architect,Time management,Workshops,19,16,8,10,15,20,15,7,Collaboration Empathy Teamwork,2,120,Software Engineer
1st,B.Tech CSE,IoT Applications,Scala Java Python,2,Yes,Data Scientist,Presentation skills,Peer groups,19,8,11,17,8,10,13,8,Collaboration Empathy Teamwork,4,106,Software Engineer
4th,B.Tech CSE,Data Engineering,Julia Python R,2,Yes,AI Engineer,Team collaboration,Internships,20,20,12,18,17,12,14,20,Presentation Skills Public Speaking,3,143,Data Scientist
4th,B.Tech IT,NLP,Scala Java Python,5,No,Data Scientist,Time management,Workshops,20,19,5,13,20,14,16,16,Presentation Skills Public Speaking,3,139,AI Engineer
1st,M.Sc Data Science,Cloud Security,Python Go Rust,5,No,Business Analyst,Time management,Online resources,18,8,6,11,20,18,11,6,Leadership Creativity Critical-Thinking,2,112,Cybersecurity Analyst
3rd,M.Sc Data Science,Cloud Infrastructure,MATLAB Python C,2,Yes,AI Engineer,Time management,Mentorship programs,14,11,8,18,11,17,10,7,Conflict Resolution Team Leadership,5,110,Cybersecurity Analyst
4th,B.Tech CSE,Penetration Testing,Julia Python R,3,Yes,AI Engineer,Lack of resources,Peer groups,16,13,19,18,17,17,15,13,Strategic Thinking Analytical Skills,2,138,AI Engineer
2nd,MCA,Data Visualization,Scala Java Python,2,No,Business Analyst,Procrastination,Internships,20,11,16,13,12,15,15,10,Decision-Making Flexibility Innovation,1,118,Cybersecurity Analyst
1st,MBA,Full Stack Development,Python R SQL,2,Yes,Software Engineer,Lack of resources,Peer groups,15,7,5,10,16,13,17,13,Leadership Creativity Critical-Thinking,2,104,Business Analyst
3rd,B.Tech CSE,Cloud Security,PHP JavaScript MySQL,4,No,AI Engineer,Time management,Online resources,13,14,20,17,18,11,13,8,Decision-Making Flexibility Innovation,3,128,AI Engineer
3rd,B.Sc Computer Science,Business Intelligence,PHP JavaScript MySQL,5,Yes,Business Analyst,Procrastination,Workshops,11,14,8,17,12,20,17,12,Communication Adaptability Problem-Solving,4,129,Cloud Architect
4th,B.Sc Computer Science,Cloud Infrastructure,PHP JavaScript MySQL,5,Yes,Cloud Architect,Interview anxiety,Mentorship programs,13,18,7,11,10,18,11,16,Time-Management Resilience Negotiation,3,120,Software Engineer
2nd,B.Sc Computer Science,Embedded Systems,JavaScript TypeScript Python,1,Yes,Software Engineer,Procrastination,Mentorship programs,15,5,18,20,18,18,17,11,Communication Adaptability Problem-Solving,5,134,Data Scientist
3rd,MBA,IoT Applications,Python R SQL,5,No,Software Engineer,Procrastination,Workshops,9,15,8,18,12,20,15,8,Strategic Thinking Analytical Skills,4,123,Software Engineer
2nd,MCA,Data Engineering,JavaScript TypeScript Python,2,No,Cybersecurity Analyst,Interview anxiety,Mentorship programs,17,16,13,10,16,17,13,13,Leadership Creativity Critical-Thinking,5,129,Data Scientist
2nd,MBA,Deep Learning,Scala Java Python,4,Yes,Cybersecurity Analyst,Presentation skills,Internships,12,11,9,12,9,13,11,8,Presentation Skills Public Speaking,2,97,Business Analyst
2nd,MBA,Data Visualization,PHP JavaScript MySQL,3,Yes,Data Scientist,Time management,Peer groups,19,20,20,12,20,16,12,15,Communication Adaptability Problem-Solving,2,144,AI Engineer
2nd,MCA,Cloud Infrastructure,Python Go Rust,4,Yes,Cybersecurity Analyst,Lack of resources,Internships,9,11,20,19,8,20,15,15,Collaboration Empathy Teamwork,3,131,Data Scientist
3rd,B.Tech CSE,AI Fundamentals,JavaScript TypeScript Python,4,No,Software Engineer,Interview anxiety,Internships,9,18,12,13,11,10,13,13,Leadership Creativity Critical-Thinking,3,113,Cybersecurity Analyst
3rd,B.Tech IT,Full Stack Development,Python R SQL,3,No,AI Engineer,Presentation skills,Peer groups,8,8,20,12,13,17,18,9,Strategic Thinking Analytical Skills,5,121,Cybersecurity Analyst
2nd,MBA,Embedded Systems,Python Go Rust,2,Yes,Business Analyst,Interview anxiety,Peer groups,20,14,6,15,18,18,14,14,Leadership Creativity Critical-Thinking,2,127,AI Engineer
